Date,Fund_Return,SPY_Return,Residual,Fund,Year,Quantile
2013-08-16,-0.0048778519027961,-0.0033059269035216,-0.0013203099439338,RYEIX,2013,5
2010-07-14,-0.0012412223439267,-9.12700349445794e-05,-0.0013202582863774,PRNEX,2010,5
2023-09-19,-0.0030142939992112,-0.0020738365360156,-0.001320238173826,VGENX,2023,5
2013-10-09,-0.0004593379243005,0.0007248438876583,-0.0013196091625505,VGENX,2013,5
2004-06-24,-0.0044776527645455,-0.0031373083415825,-0.0013179622212171,FRNRX,2004,5
2024-11-11,-0.0003176252245976,0.0009529240006855,-0.0013173544047268,FRNRX,2024,5
2018-04-02,-0.0208174041185067,-0.021584680483607,-0.0013160001199872,VGENX,2018,5
2017-07-31,-0.0017523725059123,-0.0005672452639087,-0.0013159227915036,FSENX,2017,5
2018-05-31,-0.0070026485991452,-0.0061258542214973,-0.0013155931250653,PRNEX,2018,5
2014-11-19,-0.0026833638597544,-0.0016054985877167,-0.0013155428206982,PRNEX,2014,5
2025-10-14,-0.0029454780631438,-0.0012216512196846,-0.0013149063934261,ICPAX,2025,5
2004-11-29,-0.0059256157994206,-0.0045626995232209,-0.0013141398791919,FSENX,2004,5
2017-07-17,-0.0012265845049493,-0.0001220379744342,-0.0013139153096485,VGENX,2017,5
2020-08-11,-0.0096774718293938,-0.0082546925393724,-0.0013138351569331,FRNRX,2020,5
2002-02-05,-0.0076263038910407,-0.0061908985345685,-0.0013134510811072,FSENX,2002,5
2013-02-12,0.0,0.0016471754058577,-0.0013133238484328,ICPAX,2013,5
2007-05-02,0.0043146779447182,0.0058516329086721,-0.0013131218949049,ICPAX,2007,5
2024-09-30,0.0028710578313326,0.0040072655540939,-0.001312916457907,FNARX,2024,5
2015-09-15,0.0114443597758158,0.0124994810458438,-0.0013124541877917,FNARX,2015,5
2004-09-16,0.0018698829122281,0.0030141739322131,-0.0013115714498367,FNARX,2004,5
2011-01-10,-0.002469804379713,-0.0012585219285915,-0.001311009218902,FSENX,2011,5
2021-08-31,-0.0024639063722929,-0.0014815862862954,-0.0013103913062271,VGENX,2021,5
2020-08-27,0.0010359012423231,0.0021862274687549,-0.0013097462214025,FNARX,2020,5
2018-06-25,-0.0141496652250797,-0.0136125881825645,-0.0013089781011249,PRNEX,2018,5
2012-12-21,-0.0105076009183279,-0.0090772512378883,-0.0013074917455271,FRNRX,2012,5
2005-10-17,0.002120335928458,0.0037076800311737,-0.0013074099898165,ICPAX,2005,5
2012-04-27,0.0,0.0016409782003654,-0.0013069644800028,ICPAX,2012,5
2024-02-27,0.00062113986719,0.0018576927503011,-0.0013069308803762,RYEIX,2024,5
2005-04-15,-0.0160428834816652,-0.0139938224779626,-0.0013059297847006,ICPAX,2005,5
2010-06-09,-0.0067115568441856,-0.0053461662853856,-0.0013056449302941,FRNRX,2010,5
2009-08-28,-0.0012831671847972,-0.0001935250569249,-0.0013052524587949,VGENX,2009,5
2010-09-22,-0.0062818807841673,-0.0049132070167612,-0.0013041441396527,FSENX,2010,5
2001-12-04,0.0143517687998322,0.0169357331400215,-0.0013040156355077,VGENX,2001,5
2004-11-04,0.0126124874111888,0.0136545546609485,-0.0013037239311925,FRNRX,2004,5
1999-10-29,0.0171472663310916,0.0181137337849557,-0.0013035523506227,FRNRX,1999,5
2023-03-29,0.0140417165088528,0.0145351249530518,-0.00130296586675,FSENX,2023,5
2002-02-05,-0.0074134646678744,-0.0061908985345685,-0.001302454592912,FNARX,2002,5
2025-10-28,0.0014018842311411,0.0026560013292959,-0.0013021905445613,PRNEX,2025,5
2007-03-01,-0.0038227734225613,-0.0029796709718848,-0.0013019717511191,VGENX,2007,5
2014-01-31,-0.0075703237587531,-0.0058580641357887,-0.0013014983653123,RYEIX,2014,5
2023-10-31,0.0053250522995642,0.0062802124350382,-0.0013013176651149,RYEIX,2023,5
2020-11-27,0.0015258345193382,0.0027848051989789,-0.0013013133405131,PRNEX,2020,5
2003-01-09,0.0137121667493842,0.0155379728986029,-0.0013007305396064,PRNEX,2003,5
2006-08-29,0.0,0.0011500926830005,-0.0012996757254981,FNARX,2006,5
2018-10-15,-0.007012870922105,-0.0056171655651943,-0.0012995369720602,FSENX,2018,5
2005-11-17,0.0077649908774826,0.0093120550625864,-0.0012989942272557,PRNEX,2005,5
2014-04-15,0.0057355000235941,0.0068872561139423,-0.0012989420950527,FRNRX,2014,5
2004-12-30,-0.0033577537168827,-0.0018955546953345,-0.0012985319722711,RYEIX,2004,5
2014-03-26,-0.0085815602570002,-0.0071923590383023,-0.001298226742768,FRNRX,2014,5
2012-04-20,0.0004640628596999,0.0016694859824897,-0.0012973889451986,PRNEX,2012,5
1999-12-27,-0.002557775124506,-0.0013862082285505,-0.0012970705697577,FNARX,1999,5
2006-10-06,-0.0023319618450978,-0.0012577056771757,-0.0012964595962359,PRNEX,2006,5
2025-01-23,0.0042847260398988,0.0054581253179544,-0.0012964111506136,FRNRX,2025,5
2018-08-14,0.0054374406587107,0.0063805030737562,-0.0012954738694666,RYEIX,2018,5
2021-12-30,-0.0036195945416447,-0.0027644075817727,-0.0012952615697089,VGENX,2021,5
2013-07-05,0.0101206821317676,0.0107883907029671,-0.0012949871321129,RYEIX,2013,5
2017-05-11,-0.0032178278231924,-0.0020424736185977,-0.0012946273652046,FNARX,2017,5
2013-01-14,-0.0020620275052892,-0.0006800560913071,-0.0012941004403628,RYEIX,2013,5
2010-09-03,0.0124417379672516,0.0129713247184386,-0.0012929887360552,RYEIX,2010,5
2021-11-16,0.0029996140185912,0.0039577671934407,-0.0012923211676816,FSENX,2021,5
2017-08-08,-0.0037640764634663,-0.0024609200624061,-0.0012922154891452,FRNRX,2017,5
2025-05-29,0.00275287792984,0.0039474213490726,-0.0012920013274645,FRNRX,2025,5
2000-11-13,-0.0090028641544978,-0.0077766175453366,-0.0012910804226353,FNARX,2000,5
2017-05-12,-0.0028805543789581,-0.001671016117674,-0.0012907258643917,FSENX,2017,5
2021-05-11,-0.0096519741140591,-0.0089246111046874,-0.0012906849989804,PRNEX,2021,5
2010-09-22,-0.0065556779477294,-0.0049132070167612,-0.0012906290842001,RYEIX,2010,5
2010-07-30,-0.0012568974946813,-0.0001807662845473,-0.0012906275700316,VGENX,2010,5
2023-10-05,-0.0020534351320682,-0.0003767175399242,-0.0012899066119207,ICPAX,2023,5
2003-10-08,-0.0037951086300679,-0.0024938336243929,-0.0012897773519984,FRNRX,2003,5
2012-03-15,0.0041934308416258,0.0057890578658632,-0.0012888968169094,VGENX,2012,5
2010-03-26,-0.0019714367209939,-0.0006004249334701,-0.0012881064545429,RYEIX,2010,5
2024-08-28,-0.0075005312504362,-0.005805155590853,-0.0012879136735729,RYEIX,2024,5
2023-08-30,0.0028142106106929,0.0041187740740318,-0.0012875547277747,PRNEX,2023,5
1999-12-30,-0.0028656827490174,-0.0011709325602571,-0.0012871568993036,ICPAX,1999,5
2017-09-07,-0.0014611397819342,-0.0001215170992524,-0.0012865810898279,RYEIX,2017,5
2008-04-24,0.0028088523681983,0.0043566758944766,-0.0012848717574259,ICPAX,2008,5
2013-08-13,0.0017522131308917,0.002956291697894,-0.0012847712503653,FRNRX,2013,5
2005-08-05,-0.0085426490341944,-0.0067894274612058,-0.0012843823505867,RYEIX,2005,5
2013-06-18,0.0064514927775671,0.0079058824727384,-0.0012843103937924,ICPAX,2013,5
2010-09-07,-0.0132275242858209,-0.011272298319608,-0.001283309160433,ICPAX,2010,5
2000-12-21,0.0058521092198324,0.0069309363224201,-0.0012832928542822,FNARX,2000,5
2021-08-20,0.0061781616780332,0.0079571088051428,-0.0012829239489705,VGENX,2021,5
2006-05-08,-0.0023876670800789,-0.001207648506999,-0.0012820317991072,FSENX,2006,5
2016-03-10,-0.0002868675432547,0.0008022090547405,-0.0012814209881758,FSENX,2016,5
2009-05-15,-0.0100331661302578,-0.008162178188615,-0.0012804539813906,ICPAX,2009,5
2019-08-16,0.0142946380448858,0.0147550595389955,-0.0012798636704682,FSENX,2019,5
2002-11-05,0.006435457430219,0.0079004130337962,-0.0012796929025131,PRNEX,2002,5
2023-01-31,0.0137031787608152,0.0147032647275553,-0.0012794818612699,FRNRX,2023,5
2003-01-09,0.0131006342332613,0.0155379728986029,-0.0012794286931391,VGENX,2003,5
2013-11-15,0.0028092093589224,0.0043512723896725,-0.0012789698678106,ICPAX,2013,5
2003-03-11,-0.0110703475182287,-0.0098372977718083,-0.0012783196829465,FNARX,2003,5
2015-09-15,0.011463801795883,0.0124994810458438,-0.0012777975502399,FRNRX,2015,5
2025-06-09,-0.0001791109242436,0.000901294345408,-0.0012772029553427,FSENX,2025,5
2012-12-21,-0.0109687189956216,-0.0090772512378883,-0.0012769889833006,ICPAX,2012,5
2023-07-26,-0.0011590473749863,0.0001536595676083,-0.0012768248194361,RYEIX,2023,5
2010-11-05,0.0026749485687274,0.0037625749907337,-0.0012767890875026,RYEIX,2010,5
2013-11-22,0.0041072936817154,0.0050029199840611,-0.0012767677076683,FSENX,2013,5
1999-09-27,0.0051239899724702,0.0066048068913442,-0.0012766922338441,ICPAX,1999,5
2001-06-15,0.0,0.0016113111179585,-0.001276521095883,ICPAX,2001,5
2005-09-29,0.0063493626462782,0.0081366546690817,-0.0012755926585721,VGENX,2005,5
2021-03-25,0.0046559222826496,0.0056256361235429,-0.00127505329352,RYEIX,2021,5
2013-01-11,-0.0012048353034044,-6.815690981121225e-05,-0.0012746955051814,FNARX,2013,5
2005-03-16,-0.0103627025280326,-0.0084902361769082,-0.0012733480624666,ICPAX,2005,5
2012-11-29,0.0037585418349206,0.0046654068197329,-0.0012728371773354,FSENX,2012,5
2017-12-14,-0.005010919562399,-0.0040861531822764,-0.0012728140558659,PRNEX,2017,5
2015-01-15,-0.0110496763429386,-0.0091605064652954,-0.001272512554786,ICPAX,2015,5
2024-10-21,-0.0027909293651565,-0.0016421837079351,-0.0012718191272899,FNARX,2024,5
2013-06-12,-0.0086277111618147,-0.0082773112773029,-0.0012718072432318,VGENX,2013,5
2018-04-06,-0.0244016544103087,-0.0222862706312431,-0.0012700380919655,FSENX,2018,5
2022-05-12,-0.0022033589111557,-0.0010440198194252,-0.0012687064557419,FSENX,2022,5
2024-04-16,-0.0029705989684691,-0.0018237876641724,-0.0012681606458917,FNARX,2024,5
2006-09-29,-0.002489707052701,-0.0008231389794872,-0.0012680755355182,ICPAX,2006,5
2023-08-02,-0.0137642848936375,-0.0139109191203142,-0.0012666445847235,VGENX,2023,5
2016-08-26,-0.0031508329840789,-0.0018832726201839,-0.001266390513972,FRNRX,2016,5
2003-06-18,-0.0018752698357127,-0.0008853044034221,-0.0012659751594044,VGENX,2003,5
2008-03-24,0.0190501703879406,0.019987623777278,-0.0012658779306751,FNARX,2008,5
2018-02-20,-0.0070821677000291,-0.0062611791509684,-0.00126580821922,PRNEX,2018,5
2024-05-13,-0.0009713964336122,0.0001340164681638,-0.0012656953555286,PRNEX,2024,5
2007-03-09,-0.0008125547192068,0.0002839665821525,-0.001265573769389,FSENX,2007,5
2014-05-15,-0.0106526627679485,-0.0087804800086501,-0.0012654696293067,ICPAX,2014,5
1999-12-27,-0.0023319167670596,-0.0013862082285505,-0.001265452281015,VGENX,1999,5
2011-02-18,0.0008377199361799,0.002085994065317,-0.0012648591794023,VGENX,2011,5
2015-06-30,0.0009017248790943,0.0020930115287118,-0.0012644088295208,PRNEX,2015,5
2002-03-28,-0.0017730574481982,-0.0004360794010571,-0.0012643209747238,RYEIX,2002,5
2024-07-16,0.0049915614492639,0.0059301996245977,-0.001262969602194,RYEIX,2024,5
2024-09-12,0.0066238411306092,0.0084232103550525,-0.0012626506246776,VGENX,2024,5
2007-05-09,0.0014184577632017,0.0027195745845713,-0.0012623838269501,VGENX,2007,5
2006-10-04,0.0100818450254878,0.0116977773355748,-0.001261715986263,PRNEX,2006,5
2015-09-17,-0.0039449671743994,-0.0022479273424192,-0.0012612647050705,ICPAX,2015,5
2014-05-01,-0.0009656763250147,0.0001057842281064,-0.0012609381291677,VGENX,2014,5
2019-02-26,-0.0017772202386447,-0.0007153455304045,-0.0012599472646241,PRNEX,2019,5
2013-07-29,-0.0047925014490107,-0.0030751567182688,-0.0012599234044331,ICPAX,2013,5
2017-09-29,0.0019720697454215,0.0035150492558078,-0.0012580048074214,ICPAX,2017,5
2007-05-07,-0.000894449518294,0.0001980930358338,-0.0012577355161126,FSENX,2007,5
2012-11-12,-0.0003153536907473,0.000795989611106,-0.0012575645277836,FNARX,2012,5
2010-02-08,-0.008567627655035,-0.0072191816423936,-0.0012570178251425,FRNRX,2010,5
2001-08-13,-0.0008380693936864,0.0002512924073423,-0.001256945758899,FSENX,2001,5
2021-02-01,0.0148149677316753,0.0166455840623462,-0.001256260508824,PRNEX,2021,5
2006-10-04,0.0106702855516231,0.0116977773355748,-0.0012560490501472,FRNRX,2006,5
2007-05-08,-0.002572206264868,-0.0013246548629655,-0.0012558307217268,FRNRX,2007,5
2013-10-28,0.0,0.0015911248995041,-0.0012558066624951,ICPAX,2013,5
2010-06-07,-0.0144088638478805,-0.0124508727129828,-0.0012552344471329,ICPAX,2010,5
2007-05-08,-0.0022648912667745,-0.0013246548629655,-0.0012546059093798,VGENX,2007,5
2012-05-17,-0.0152595473541037,-0.0148311153154525,-0.0012545482204811,PRNEX,2012,5
2017-04-24,0.008982142234083,0.0109979581600474,-0.0012542955688845,VGENX,2017,5
2013-11-14,0.0041153227585923,0.0049890187101664,-0.001254212577172,FSENX,2013,5
2014-08-20,0.0014930551231668,0.002671272207307,-0.0012540885860906,FRNRX,2014,5
2010-04-12,0.0,0.0015893443281196,-0.0012539794987091,ICPAX,2010,5
2023-12-01,0.005084101522301,0.0059158941488985,-0.0012539667999737,FSENX,2023,5
2011-12-27,-0.0003165796732106,0.0007909443136251,-0.0012536973132531,FNARX,2011,5
2010-04-26,-0.0053096546538509,-0.0037760966489189,-0.0012526240993055,RYEIX,2010,5
2016-03-30,0.0033163554235857,0.0043881414261139,-0.0012521107323328,FNARX,2016,5
2014-01-23,-0.0085303689606613,-0.0081933493419592,-0.0012510962436795,VGENX,2014,5
2010-01-13,0.0073690128383547,0.0084462749508262,-0.001250819340501,FRNRX,2010,5
2017-10-17,-0.000546576155185,0.0007054027122506,-0.001250502349513,RYEIX,2017,5
2009-08-18,0.0065145479496668,0.0079341768326801,-0.0012502899631719,ICPAX,2009,5
2017-03-27,-0.0019879505712515,-0.001026020458126,-0.0012502257877478,VGENX,2017,5
2021-08-31,-0.0026420146432628,-0.0014815862862954,-0.0012501297062824,FSENX,2021,5
2009-09-18,-0.0004744728001779,0.0006372751922609,-0.0012496392880447,PRNEX,2009,5
2018-06-20,0.0005471122421112,0.001705847309056,-0.0012490830888573,PRNEX,2018,5
2024-11-29,0.0053049352625162,0.0062120110814214,-0.0012489804477681,RYEIX,2024,5
2005-08-29,0.0062764750300783,0.0077014010006248,-0.0012485177804813,PRNEX,2005,5
2020-09-24,0.0013836265876285,0.0026656981852879,-0.0012480425626775,VGENX,2020,5
2008-06-13,0.0121209027066553,0.0126437372578107,-0.001247385326654,FSENX,2008,5
2024-11-08,0.0029063744011308,0.0043315951055544,-0.0012457418687064,VGENX,2024,5
2014-08-06,-0.0013019552359847,0.0003125567373136,-0.0012457373066797,ICPAX,2014,5
2013-07-12,-0.0006797330673035,0.0004181420993583,-0.0012455162062928,PRNEX,2013,5
2018-09-27,0.0015924620363332,0.0027945419419135,-0.0012439893559778,PRNEX,2018,5
2022-05-10,0.0011363808125071,0.0023104248845757,-0.0012438117444123,FRNRX,2022,5
2010-09-03,0.0119894495085401,0.0129713247184386,-0.0012436877608584,FNARX,2010,5
2006-05-04,0.0024389853975523,0.0035908572414737,-0.0012432983742837,FRNRX,2006,5
2007-05-04,0.0024159324767456,0.0037915532802306,-0.0012432931299594,VGENX,2007,5
2004-05-21,0.0005500969869949,0.0017333451425176,-0.0012432543686755,FRNRX,2004,5
2004-02-04,-0.0095238600244391,-0.0081737143999256,-0.0012425712584538,FRNRX,2004,5
2009-07-01,0.002872135575624,0.0041322771071132,-0.0012425320143892,PRNEX,2009,5
2010-04-21,-0.0028145936132616,-0.001820093649578,-0.0012417253487503,PRNEX,2010,5
2013-06-10,-0.0016181450981296,0.0,-0.0012411917259947,ICPAX,2013,5
2014-07-03,0.0040552121879855,0.0049182464817398,-0.0012403701278846,FSENX,2014,5
2009-01-30,-0.0216360156199884,-0.0203423401572852,-0.0012392116540695,FNARX,2009,5
2017-04-28,-0.0033597480571313,-0.002179481512432,-0.0012386016472544,FSENX,2017,5
2018-07-18,0.0009512931129691,0.0021033565137336,-0.0012377605017602,RYEIX,2018,5
2024-05-08,-0.0009786434112686,9.681572128172888e-05,-0.001237396734573,PRNEX,2024,5
2003-02-10,0.0056429601583471,0.0070719876464171,-0.0012371275717378,ICPAX,2003,5
2016-06-01,0.0008322518438634,0.0020492467942534,-0.0012367884124055,VGENX,2016,5
2002-11-29,-0.0048781860412765,-0.0031812194995513,-0.0012367698592945,ICPAX,2002,5
2001-10-24,-0.0034683807546812,-0.0026628709244107,-0.0012367192537918,VGENX,2001,5
2003-02-19,-0.0068645469278333,-0.005254934199898,-0.0012364614536273,RYEIX,2003,5
2013-05-16,-0.0053223758057573,-0.0046959208819172,-0.0012351703548502,VGENX,2013,5
2013-08-05,-0.0031107629187431,-0.0014621807707616,-0.0012333677355047,ICPAX,2013,5
2012-11-16,0.0039666186259346,0.0049371256544366,-0.0012329123375315,RYEIX,2012,5
2001-07-30,-0.0007318355076051,0.0003309066843151,-0.0012325642802843,VGENX,2001,5
2004-05-06,-0.0099475608991036,-0.0086007245711158,-0.0012320389699282,FRNRX,2004,5
2019-04-29,0.0,0.0015678155651983,-0.0012318873903498,ICPAX,2019,5
2023-12-29,-0.0041450896828124,-0.0028950990881464,-0.0012317054276464,FRNRX,2023,5
2011-08-12,0.0053684199201728,0.0067330951107897,-0.0012313491952073,PRNEX,2011,5
2013-11-11,-0.0008782527972905,0.0001691398410383,-0.001231338622856,VGENX,2013,5
2018-08-16,0.0066665558482243,0.0080916594801034,-0.0012313319289453,PRNEX,2018,5
2007-04-04,0.0,0.0011137180943761,-0.0012304113304982,PRNEX,2007,5
2009-12-17,-0.0119981778309389,-0.0120156977443476,-0.0012302867321389,VGENX,2009,5
2018-07-20,-0.0021546748064305,-0.0011426489066589,-0.0012291101831583,PRNEX,2018,5
2019-09-23,-0.0014366603207082,-0.000234495499762,-0.0012288844798779,FRNRX,2019,5
1999-07-20,-0.0225136263864067,-0.0205189079779044,-0.0012288051792024,FSENX,1999,5
2011-05-19,0.0011448402885687,0.0023815364117361,-0.001227477310737,VGENX,2011,5
2019-05-15,0.0043174634472786,0.0058574295368256,-0.0012272663376473,VGENX,2019,5
1999-02-09,-0.0224377660149273,-0.022372465494127,-0.0012269490171334,PRNEX,1999,5
2018-08-07,0.0022370542942344,0.0033023230994704,-0.0012257310781064,RYEIX,2018,5
2012-11-09,-0.0003109234265423,0.0008688405621792,-0.0012251468741669,FRNRX,2012,5
2010-03-24,-0.0059859190979486,-0.0048546796168492,-0.0012238138597268,FNARX,2010,5
2003-06-30,-0.0019154660613524,-0.0003069509413556,-0.0012235297298071,ICPAX,2003,5
2025-08-01,-0.0181940850664148,-0.0163904988869995,-0.0012232204269026,FSENX,2025,5
2015-06-26,-0.0013859037704807,-0.0001904121290531,-0.0012229569824424,FRNRX,2015,5
2013-06-10,-0.0011910317812762,0.0,-0.0012217179947142,FRNRX,2013,5
2010-08-23,-0.0055096279244497,-0.0038135690131794,-0.0012193154716021,ICPAX,2010,5
2011-01-24,0.0047769963846746,0.0056867749115321,-0.0012189304727151,RYEIX,2011,5
2012-09-20,-0.0009577510642204,6.832808561330062e-05,-0.0012188270293401,VGENX,2012,5
2007-01-08,0.0035164314904982,0.0046252914742808,-0.00121778424767,FRNRX,2007,5
2017-06-26,-0.0004184984372832,0.0006579489862557,-0.0012177153816501,VGENX,2017,5
2016-12-06,0.0021017467868191,0.0031673236043343,-0.0012176207903455,RYEIX,2016,5
2003-08-15,0.0020533972474772,0.0031216484855709,-0.001217447001353,RYEIX,2003,5
2007-04-11,-0.0047421339716451,-0.0040798754496674,-0.0012171869003349,VGENX,2007,5
2005-07-28,0.0055251996544816,0.0063010184329981,-0.0012153020018417,FSENX,2005,5
2021-05-28,0.0007292537169232,0.0017888741478309,-0.0012152679960877,FNARX,2021,5
2017-11-02,-0.0007889764394631,0.0003882570235851,-0.0012144871485618,FRNRX,2017,5
2024-09-18,-0.0037219007287565,-0.0029657106060716,-0.0012138405407338,VGENX,2024,5
2007-12-24,0.0066295320959151,0.0074257176486631,-0.0012137745094186,RYEIX,2007,5
2024-10-04,0.0080990114370163,0.0090873994389992,-0.001213326983106,FNARX,2024,5
2011-01-21,0.0013088632253219,0.0022638814970086,-0.0012130561596725,FSENX,2011,5
2019-10-09,0.0088301727939352,0.009496465662609,-0.0012130095533509,RYEIX,2019,5
2024-11-29,0.0047848324032346,0.0062120110814214,-0.0012127756632608,ICPAX,2024,5
2010-10-25,0.0018833350603886,0.002957007965717,-0.001212602013194,RYEIX,2010,5
2006-06-06,-0.0040918231109599,-0.0024384887552753,-0.001212572787939,ICPAX,2006,5
1999-10-14,-0.0012782946460623,-0.0002434121726734,-0.00121195761047,PRNEX,1999,5
2012-08-17,0.0002330047843801,0.001337890455977,-0.0012116049548388,PRNEX,2012,5
2002-03-19,0.0053432254682972,0.0066855058201453,-0.0012110717153275,PRNEX,2002,5
2019-08-05,-0.0284589797216467,-0.030072616173411,-0.0012107234339329,VGENX,2019,5
2024-02-27,0.0007094029301382,0.0018576927503011,-0.0012103994065766,FRNRX,2024,5
2023-03-03,0.0151306965495434,0.0160378072219851,-0.0012090807125332,FRNRX,2023,5
2011-09-06,-0.0086781993019183,-0.0072975852436484,-0.0012089207861286,FSENX,2011,5
2003-08-26,0.0006542485425506,0.0018016046115896,-0.001208516909487,FRNRX,2003,5
2013-03-08,0.0028833951708997,0.0042641391730069,-0.0012071547576534,VGENX,2013,5
2011-04-07,-0.0034717332069162,-0.0025440793469849,-0.0012070910626384,PRNEX,2011,5
2003-02-05,-0.0078473952062311,-0.0062080009125079,-0.001206811674602,RYEIX,2003,5
2021-06-11,0.0005035505263963,0.0016525530802773,-0.0012065884492893,RYEIX,2021,5
2009-08-14,-0.0094633569846961,-0.007679112629581,-0.0012063508229219,ICPAX,2009,5
2014-03-24,-0.0053807284239988,-0.0041353735564683,-0.0012060901239884,FRNRX,2014,5
2017-03-06,-0.0038851240554569,-0.0029779158300218,-0.0012059478283518,PRNEX,2017,5
2010-05-24,-0.0147494631608234,-0.012830914186857,-0.0012058477003786,ICPAX,2010,5
2019-08-30,-0.0015136431514271,-0.0004441382144333,-0.0012058334174369,FSENX,2019,5
2018-11-01,0.0087058539923032,0.0106417688402258,-0.0012054934531865,VGENX,2018,5
2018-08-17,0.0026304903192915,0.0035205948704541,-0.0012046242437257,FSENX,2018,5
2016-12-12,-0.0022244263855905,-0.0011476806644102,-0.0012045139500811,FNARX,2016,5
2013-07-10,-0.0006904933502245,0.0003639290073655,-0.0012044754645301,PRNEX,2013,5
2002-05-01,0.011740936702079,0.0122390188304883,-0.0012044432135586,FSENX,2002,5
2017-03-23,-0.001978664346326,-0.0010674757640081,-0.0012031037281732,VGENX,2017,5
2019-07-12,0.0032409890639266,0.0044769854126165,-0.0012030499525385,PRNEX,2019,5
2013-01-30,-0.0045778800511177,-0.0039161263915521,-0.0012023850741769,VGENX,2013,5
2016-01-07,-0.0229005812985754,-0.0239917111837986,-0.001202304942465,VGENX,2016,5
1999-09-13,-0.0079115864267699,-0.0067842470199966,-0.0012015946795283,FNARX,1999,5
2015-12-29,0.008738195573418,0.0106719947388387,-0.0012007387412964,VGENX,2015,5
2024-02-07,0.0076155291643871,0.0083402769697442,-0.0011993668624856,RYEIX,2024,5
2006-11-22,0.0008569144958863,0.0019911853736633,-0.001198638527852,FRNRX,2006,5
2004-06-29,0.0031572569599225,0.0041430023987281,-0.0011986308008999,RYEIX,2004,5
2012-10-22,-0.0008991955228792,0.0001392697085766,-0.001198513956251,PRNEX,2012,5
2011-05-19,0.0013443243869983,0.0023815364117361,-0.0011984862618555,FNARX,2011,5
2013-10-10,0.021659243648711,0.0215575858524874,-0.0011971663572731,RYEIX,2013,5
2015-03-17,-0.0038713686913272,-0.0029727282313773,-0.0011971492544651,PRNEX,2015,5
2002-10-10,0.0316683009963483,0.032394600427773,-0.001197019027376,ICPAX,2002,5
2018-09-27,0.0018799354474507,0.0027945419419135,-0.0011964944187253,FSENX,2018,5
2013-06-28,-0.0049446346153612,-0.0040978766691174,-0.001195327227347,PRNEX,2013,5
2003-04-25,-0.014380650689437,-0.0123689194316256,-0.0011949660121954,RYEIX,2003,5
2023-07-10,0.0013153125267277,0.0025312543087185,-0.001193651069362,VGENX,2023,5
2006-09-19,-0.0041322863447003,-0.0024970623039299,-0.0011929297727234,ICPAX,2006,5
2010-08-23,-0.0046704110373393,-0.0038135690131794,-0.0011927617924348,PRNEX,2010,5
2014-10-06,-0.0027701352359449,-0.0011705346804981,-0.0011920176773522,ICPAX,2014,5
2021-06-03,-0.0045720167156373,-0.0037113851861045,-0.001192004900254,PRNEX,2021,5
2018-03-02,0.0037137710134804,0.0051549397889625,-0.0011898035471068,VGENX,2018,5
1999-10-19,0.0078521956679289,0.0096890608660165,-0.0011896249313805,VGENX,1999,5
1999-07-20,-0.0230326193608612,-0.0205189079779044,-0.0011887290596605,RYEIX,1999,5
2012-10-31,-0.0009898288241674,0.0,-0.0011885424427998,VGENX,2012,5
2003-05-27,0.0173468555368265,0.0174901951418442,-0.0011885293627102,RYEIX,2003,5
2009-11-11,0.0038609742566888,0.0051106030132799,-0.0011884912308643,PRNEX,2009,5
2017-12-14,-0.0057582522533521,-0.0040861531822764,-0.0011882228923516,ICPAX,2017,5
2011-01-24,0.0042007782085249,0.0056867749115321,-0.0011881968413357,VGENX,2011,5
2003-10-16,0.0025400486555049,0.0039999916634847,-0.0011876578447727,ICPAX,2003,5
2002-01-18,-0.0060912927460636,-0.0045737542732219,-0.0011868642240834,RYEIX,2002,5
2012-07-09,-0.002340948178626,-0.0012543264980811,-0.0011865370080171,FSENX,2012,5
2013-11-15,0.0033447359372589,0.0043512723896725,-0.0011865111515425,FNARX,2013,5
2025-04-24,0.0200364487851116,0.0210490693817251,-0.0011864604703481,ICPAX,2025,5
2013-03-25,-0.0048000916140501,-0.0041771507645891,-0.0011863623554539,VGENX,2013,5
2019-09-03,-0.0069501157166502,-0.0058472950311098,-0.0011859712799378,FNARX,2019,5
2007-02-02,0.0003490978156404,0.0013831122682403,-0.0011858097580355,FNARX,2007,5
2009-01-28,0.0347129942444923,0.03383369850304,-0.0011850423831514,RYEIX,2009,5
2007-12-05,0.0158691194677886,0.0167396851724619,-0.0011844081992478,FRNRX,2007,5
2006-08-01,-0.0066171730914659,-0.0049274043663077,-0.0011838794368832,ICPAX,2006,5
2016-10-07,-0.0046404397627188,-0.0034294685506888,-0.0011836470416954,FRNRX,2016,5
2004-07-13,-0.0008260034913976,0.0007156473248444,-0.0011834238640643,ICPAX,2004,5
2011-07-08,-0.0087625331012669,-0.0070920256648491,-0.0011827987918206,RYEIX,2011,5
2017-09-27,0.0028891432932951,0.0038945720243968,-0.0011810675659691,FNARX,2017,5
2014-07-24,-0.0009716549375475,5.074348077105384e-05,-0.0011809688926705,FSENX,2014,5
2021-01-08,0.0042181549421143,0.0056977563235773,-0.0011808427304605,VGENX,2021,5
2018-01-31,-0.0005396415759354,0.0004969621127597,-0.0011807378415089,PRNEX,2018,5
1999-01-22,-0.0036584878063569,-0.0022900933755404,-0.0011801247340698,RYEIX,1999,5
