Fund,Year,L2_Distance,Sector
SLMCX,2005,0.005324702650224522,tech
SLMCX,2006,0.0056831418712514166,tech
SLMCX,2007,0.039902393230063955,tech
SLMCX,2008,0.012745103063293895,tech
SLMCX,2009,0.00815270587179851,tech
SLMCX,2010,0.004972847779274519,tech
SLMCX,2011,0.0064263216980291905,tech
SLMCX,2012,0.00668373488873047,tech
SLMCX,2013,0.004831598837299161,tech
SLMCX,2014,0.010298572355580234,tech
SLMCX,2015,0.010350626696765225,tech
SLMCX,2016,0.008379925012014199,tech
SLMCX,2017,0.010116420225689723,tech
SLMCX,2018,0.0100344744789444,tech
SLMCX,2019,0.01121789900277386,tech
SLMCX,2020,0.011372911142181846,tech
SLMCX,2021,0.011652330492266048,tech
SLMCX,2022,0.01051607393318853,tech
SLMCX,2023,0.007329121747010293,tech
SLMCX,2024,0.011487554199078123,tech
SLMCX,2025,0.010758169011741637,tech
