Fund,Year,L2_Norm,Sector,Cluster_k5,Cluster_k8
DFREX,2006,0.1171980326882307,real estate,3,5
DFREX,2007,0.1655781580239325,real estate,5,7
DFREX,2008,0.4609282501849517,real estate,5,8
DFREX,2009,0.3425599060972401,real estate,5,8
DFREX,2010,0.1374849935601232,real estate,4,6
DFREX,2011,0.1297525508935408,real estate,4,6
DFREX,2012,0.0937412941022834,real estate,2,3
DFREX,2013,0.1124815050456732,real estate,3,5
DFREX,2014,0.0918001969144967,real estate,2,3
DFREX,2015,0.1286345011018021,real estate,4,6
DFREX,2016,0.1463758130615417,real estate,4,7
DFREX,2017,0.0943080016180271,real estate,2,3
DFREX,2018,0.1337033163548748,real estate,4,6
DFREX,2019,0.110712316421854,real estate,3,4
DFREX,2020,0.2423624437459647,real estate,5,8
DFREX,2021,0.1131574800145878,real estate,3,5
DFREX,2022,0.1457270735860387,real estate,4,7
DFREX,2023,0.1438699611763365,real estate,4,6
DFREX,2024,0.1403398869720194,real estate,4,6
DFREX,2025,0.131864440523606,real estate,4,6
DPREX,1999,0.0940891751645998,real estate,2,3
DPREX,2000,0.100332661663946,real estate,3,4
DPREX,2001,0.0854852707040383,real estate,2,3
DPREX,2002,0.1150484668229438,real estate,3,5
DPREX,2003,0.0881800286271531,real estate,2,3
DPREX,2004,0.1499141209466857,real estate,4,7
DPREX,2005,0.1116713992059611,real estate,3,5
DPREX,2006,0.1165882018529034,real estate,3,5
DPREX,2007,0.1598735235376203,real estate,5,7
DPREX,2008,0.4421306658693145,real estate,5,8
DPREX,2009,0.3486587018465009,real estate,5,8
DPREX,2010,0.1352947792847722,real estate,4,6
DPREX,2011,0.1289170065798432,real estate,4,6
DPREX,2012,0.0955218156885006,real estate,2,3
DPREX,2013,0.1073563217259883,real estate,3,4
DPREX,2014,0.0887826816005213,real estate,2,3
DPREX,2015,0.1276070832428806,real estate,4,6
DPREX,2016,0.1286790411875142,real estate,4,6
DPREX,2017,0.0943558357715247,real estate,2,3
DPREX,2018,0.1327816100394681,real estate,4,6
DPREX,2019,0.0928773218337398,real estate,2,3
DPREX,2020,0.0972778433125567,real estate,2,4
DPREX,2021,0.0567737495230853,real estate,1,1
DPREX,2022,0.0861552433309518,real estate,2,3
DPREX,2023,0.0698422507350968,real estate,1,2
DPREX,2024,0.0738633750546232,real estate,1,2
DPREX,2025,0.0662655356731974,real estate,1,2
FREAX,1999,0.0943773404894867,real estate,2,3
FREAX,2000,0.0981371139081517,real estate,2,4
FREAX,2001,0.1402866266791007,real estate,4,6
FREAX,2002,0.1125315662424807,real estate,3,5
FREAX,2003,0.0972453568810677,real estate,2,4
FREAX,2004,0.1502229617332749,real estate,4,7
FREAX,2005,0.1077121691065104,real estate,3,4
FREAX,2006,0.1141413173238219,real estate,3,5
FREAX,2007,0.1559964212332153,real estate,4,7
FREAX,2008,0.4196546297341494,real estate,5,8
FREAX,2009,0.3257290023880397,real estate,5,8
FREAX,2010,0.1292842454946428,real estate,4,6
FREAX,2011,0.1272875973013064,real estate,4,5
FREAX,2012,0.0906673150851088,real estate,2,3
FREAX,2013,0.1075732846120298,real estate,3,4
FREAX,2014,0.0847693188207717,real estate,2,3
FREAX,2015,0.1230583241343205,real estate,3,5
FREAX,2016,0.1316522293410526,real estate,4,6
FREAX,2017,0.0905711955419046,real estate,2,3
FREAX,2018,0.1327127129005518,real estate,4,6
FREAX,2019,0.1114382547300584,real estate,3,5
FREAX,2020,0.1914009072599681,real estate,5,8
FREAX,2021,0.1145451249625613,real estate,3,5
FREAX,2022,0.1442489011151375,real estate,4,7
FREAX,2023,0.1412669404556194,real estate,4,6
FREAX,2024,0.1329790720514095,real estate,4,6
FREAX,2025,0.1287612832921119,real estate,4,6
FRESX,1999,0.1030305790365553,real estate,3,4
FRESX,2000,0.1010717031741522,real estate,3,4
FRESX,2001,0.0835541548197155,real estate,2,3
FRESX,2002,0.1197227881196816,real estate,3,5
FRESX,2003,0.0857863893122931,real estate,2,3
FRESX,2004,0.1477928855264393,real estate,4,7
FRESX,2005,0.117685402646028,real estate,3,5
FRESX,2006,0.1162710231359077,real estate,3,5
FRESX,2007,0.1626637667894313,real estate,5,7
FRESX,2008,0.4478173663285095,real estate,5,8
FRESX,2009,0.3555767918397559,real estate,5,8
FRESX,2010,0.1396066862251663,real estate,4,6
FRESX,2011,0.1299450146260988,real estate,4,6
FRESX,2012,0.0957951860742284,real estate,2,3
FRESX,2013,0.1106970848878329,real estate,3,4
FRESX,2014,0.0925756196736821,real estate,2,3
FRESX,2015,0.1261626334186426,real estate,4,5
FRESX,2016,0.1345411867508585,real estate,4,6
FRESX,2017,0.0953108673917745,real estate,2,3
FRESX,2018,0.1386549402504672,real estate,4,6
FRESX,2019,0.1111065236301398,real estate,3,4
FRESX,2020,0.2035072094063952,real estate,5,8
FRESX,2021,0.1126293691680422,real estate,3,5
FRESX,2022,0.1455957172688196,real estate,4,7
FRESX,2023,0.13668785669859,real estate,4,6
FRESX,2024,0.141250615605301,real estate,4,6
FRESX,2025,0.1334139252835255,real estate,4,6
IARAX,1999,0.1020702301100832,real estate,3,4
IARAX,2000,0.1013348084631741,real estate,3,4
IARAX,2001,0.0841743898814746,real estate,2,3
IARAX,2002,0.1166621511549098,real estate,3,5
IARAX,2003,0.0874489325082389,real estate,2,3
IARAX,2004,0.1440120778636525,real estate,4,7
IARAX,2005,0.1112482659847291,real estate,3,4
IARAX,2006,0.1113195970012992,real estate,3,5
IARAX,2007,0.1567108830913709,real estate,5,7
IARAX,2008,0.4314057061520549,real estate,5,8
IARAX,2009,0.321253424286719,real estate,5,8
IARAX,2010,0.1263709441455371,real estate,4,5
IARAX,2011,0.1213841484945262,real estate,3,5
IARAX,2012,0.091058791352884,real estate,2,3
IARAX,2013,0.1038214896723565,real estate,3,4
IARAX,2014,0.0809629586959525,real estate,2,2
IARAX,2015,0.1161775923311635,real estate,3,5
IARAX,2016,0.1231108667281631,real estate,3,5
IARAX,2017,0.0874726421439366,real estate,2,3
IARAX,2018,0.1270055288696221,real estate,4,5
IARAX,2019,0.1526928877738771,real estate,4,7
IARAX,2020,0.1945187347506911,real estate,5,8
IARAX,2021,0.112668888055236,real estate,3,5
IARAX,2022,0.152558981576439,real estate,4,7
IARAX,2023,0.1439829501770739,real estate,4,6
IARAX,2024,0.1399146305087454,real estate,4,6
IARAX,2025,0.1309245630413364,real estate,4,6
PHRAX,1999,0.1098438318764381,real estate,3,4
PHRAX,2000,0.099889208343454,real estate,3,4
PHRAX,2001,0.0874843499329578,real estate,2,3
PHRAX,2002,0.1202745756232071,real estate,3,5
PHRAX,2003,0.0886466857296213,real estate,2,3
PHRAX,2004,0.1566872488613032,real estate,5,7
PHRAX,2005,0.1198003572840593,real estate,3,5
PHRAX,2006,0.118789163962498,real estate,3,5
PHRAX,2007,0.1692772399478922,real estate,5,7
PHRAX,2008,0.4418191414333962,real estate,5,8
PHRAX,2009,0.3405980751485237,real estate,5,8
PHRAX,2010,0.1369348207299417,real estate,4,6
PHRAX,2011,0.1304871239421831,real estate,4,6
PHRAX,2012,0.0958278830823845,real estate,2,3
PHRAX,2013,0.1113719161938658,real estate,3,5
PHRAX,2014,0.0904104245656595,real estate,2,3
PHRAX,2015,0.1261305490815608,real estate,4,5
PHRAX,2016,0.1323367679712072,real estate,4,6
PHRAX,2017,0.0963161183644696,real estate,2,3
PHRAX,2018,0.1396436749187555,real estate,4,6
PHRAX,2019,0.1104857538744469,real estate,3,4
PHRAX,2020,0.2087518704294409,real estate,5,8
PHRAX,2021,0.1187870148202298,real estate,3,5
PHRAX,2022,0.1480695925452064,real estate,4,7
PHRAX,2023,0.1424828275871454,real estate,4,6
PHRAX,2024,0.137688521363149,real estate,4,6
PHRAX,2025,0.1289768869733882,real estate,4,6
RPFRX,1999,0.0997035697943542,real estate,3,4
RPFRX,2000,0.0992441386716531,real estate,2,4
RPFRX,2001,0.082881600815656,real estate,2,3
RPFRX,2002,0.1179270932596388,real estate,3,5
RPFRX,2003,0.0871175550892199,real estate,2,3
RPFRX,2004,0.1437839718266494,real estate,4,6
RPFRX,2005,0.108597946087821,real estate,3,4
RPFRX,2006,0.098763502253454,real estate,2,4
RPFRX,2007,0.1265751274862551,real estate,4,5
RPFRX,2008,0.3428296989399701,real estate,5,8
RPFRX,2009,0.2601203743622169,real estate,5,8
RPFRX,2010,0.107558026936157,real estate,3,4
RPFRX,2011,0.1082965186012603,real estate,3,4
RPFRX,2012,0.0821943679249984,real estate,2,3
RPFRX,2013,0.1034343230027417,real estate,3,4
RPFRX,2014,0.0772445671960215,real estate,1,2
RPFRX,2015,0.1071101826867288,real estate,3,4
RPFRX,2016,0.1189332915944448,real estate,3,5
RPFRX,2017,0.0906402582076567,real estate,2,3
RPFRX,2018,0.1269801019152505,real estate,4,5
RPFRX,2019,0.1040270573577385,real estate,3,4
RPFRX,2020,0.2195248640687827,real estate,5,8
RPFRX,2021,0.1203501749725283,real estate,3,5
RPFRX,2022,0.1408017093596832,real estate,4,6
RPFRX,2023,0.1639962200992664,real estate,5,7
RPFRX,2024,0.1435873781156991,real estate,4,6
RPFRX,2025,0.1383081289074471,real estate,4,6
SOAAX,1999,0.088807709841588,real estate,2,3
SOAAX,2000,0.0947152135050588,real estate,2,3
SOAAX,2001,0.0811220333668567,real estate,2,2
SOAAX,2002,0.1237354830571809,real estate,3,5
SOAAX,2003,0.0799847372128932,real estate,2,2
SOAAX,2004,0.1600642234355283,real estate,5,7
SOAAX,2005,0.1156237468266684,real estate,3,5
SOAAX,2006,0.1044843312390512,real estate,3,4
SOAAX,2007,0.1594658508233558,real estate,5,7
SOAAX,2008,0.4349865942905581,real estate,5,8
SOAAX,2009,0.340982022692184,real estate,5,8
SOAAX,2010,0.1424125609986712,real estate,4,6
SOAAX,2011,0.1293827839634903,real estate,4,6
SOAAX,2012,0.0955864435444269,real estate,2,3
SOAAX,2013,0.0949243964162371,real estate,2,3
SOAAX,2014,0.0813814760834618,real estate,2,2
SOAAX,2015,0.1120483496989196,real estate,3,5
SOAAX,2016,0.1196262039705612,real estate,3,5
SOAAX,2017,0.0843580645548243,real estate,2,3
SOAAX,2018,0.1247053872721609,real estate,4,5
SOAAX,2019,0.0991446241970122,real estate,2,4
SOAAX,2020,0.1825234732507149,real estate,5,7
SOAAX,2021,0.1119749324948285,real estate,3,5
SOAAX,2022,0.1378747949753387,real estate,4,6
SOAAX,2023,0.1362321456609456,real estate,4,6
SOAAX,2024,0.1309817271737552,real estate,4,6
SOAAX,2025,0.1229054154010882,real estate,3,5
SPY,1999,7.295920722536886e-06,real estate,1,1
SPY,2000,7.919289927774363e-06,real estate,1,1
SPY,2001,7.122641856693431e-06,real estate,1,1
SPY,2002,8.58067931814203e-06,real estate,1,1
SPY,2003,8.64934192944911e-06,real estate,1,1
SPY,2004,7.650076521510294e-06,real estate,1,1
SPY,2005,6.157244905375693e-06,real estate,1,1
SPY,2006,5.838773460298096e-06,real estate,1,1
SPY,2007,6.776067706460308e-06,real estate,1,1
SPY,2008,6.183331002242675e-06,real estate,1,1
SPY,2009,6.491415219928968e-06,real estate,1,1
SPY,2010,5.430407568406071e-06,real estate,1,1
SPY,2011,4.790213669406377e-06,real estate,1,1
SPY,2012,5.544198958431018e-06,real estate,1,1
SPY,2013,6.24315814547322e-06,real estate,1,1
SPY,2014,5.343786278397521e-06,real estate,1,1
SPY,2015,4.824160114454516e-06,real estate,1,1
SPY,2016,4.808953814569827e-06,real estate,1,1
SPY,2017,3.4974083905991817e-06,real estate,1,1
SPY,2018,4.696512670229357e-06,real estate,1,1
SPY,2019,4.484753849945574e-06,real estate,1,1
SPY,2020,4.466574530142402e-06,real estate,1,1
SPY,2021,3.128869266939762e-06,real estate,1,1
SPY,2022,2.5187519170785e-06,real estate,1,1
SPY,2023,2.142930654048192e-06,real estate,1,1
SPY,2024,2.340284104344108e-06,real estate,1,1
SPY,2025,1.529883074361443e-06,real estate,1,1
STMDX,1999,0.0828952400805066,real estate,2,3
STMDX,2000,0.0947062439462127,real estate,2,3
STMDX,2001,0.0866152192601339,real estate,2,3
STMDX,2002,0.1289516189665203,real estate,4,6
STMDX,2003,0.083525111338819,real estate,2,3
STMDX,2004,0.1594158779839599,real estate,5,7
STMDX,2005,0.1122902919119466,real estate,3,5
STMDX,2006,0.0984064266023845,real estate,2,4
STMDX,2007,0.1353777866668508,real estate,4,6
STMDX,2008,0.4090229092445462,real estate,5,8
STMDX,2009,0.2968442119010217,real estate,5,8
STMDX,2010,0.1272073088629627,real estate,4,5
STMDX,2011,0.1234438161468172,real estate,3,5
STMDX,2012,0.0885441491430806,real estate,2,3
STMDX,2013,0.1051315784943211,real estate,3,4
STMDX,2014,0.1189642336233094,real estate,3,5
STMDX,2015,0.1160581825367197,real estate,3,5
STMDX,2016,0.1291876914136901,real estate,4,6
STMDX,2017,0.0907704750671498,real estate,2,3
STMDX,2018,0.1294953508703497,real estate,4,6
STMDX,2019,0.1096725111359346,real estate,3,4
STMDX,2020,0.185889078052356,real estate,5,7
STMDX,2021,0.1126861663416392,real estate,3,5
STMDX,2022,0.1475824444736965,real estate,4,7
STMDX,2023,0.1425516445225718,real estate,4,6
STMDX,2024,0.1361380759878709,real estate,4,6
STMDX,2025,0.1306517056789794,real estate,4,6
TRREX,1999,0.1010741163095074,real estate,3,4
TRREX,2000,0.103001677163369,real estate,3,4
TRREX,2001,0.0873449791104994,real estate,2,3
TRREX,2002,0.1210874738821165,real estate,3,5
TRREX,2003,0.0897216958912782,real estate,2,3
TRREX,2004,0.1560106485377186,real estate,4,7
TRREX,2005,0.1178067636258587,real estate,3,5
TRREX,2006,0.1147441563107762,real estate,3,5
TRREX,2007,0.1561994145210905,real estate,4,7
TRREX,2008,0.4365553445563679,real estate,5,8
TRREX,2009,0.3179896690097784,real estate,5,8
TRREX,2010,0.1341771647633304,real estate,4,6
TRREX,2011,0.1197734168998717,real estate,3,5
TRREX,2012,0.0879658915208599,real estate,2,3
TRREX,2013,0.0995387435173866,real estate,3,4
TRREX,2014,0.0827271703125226,real estate,2,3
TRREX,2015,0.1193508323082957,real estate,3,5
TRREX,2016,0.1184506798814492,real estate,3,5
TRREX,2017,0.0981969866421901,real estate,2,4
TRREX,2018,0.1335960274987905,real estate,4,6
TRREX,2019,0.1048904500152807,real estate,3,4
TRREX,2020,0.2353595160898183,real estate,5,8
TRREX,2021,0.1219690478404876,real estate,3,5
TRREX,2022,0.1439981877196099,real estate,4,7
TRREX,2023,0.1424219510286899,real estate,4,6
TRREX,2024,0.1409889142384472,real estate,4,6
TRREX,2025,0.1360447245295586,real estate,4,6
